claim_text,image_path,label,source_dataset
Are We Overselling The Sunshine Vitamin?,data/raw/images/fakehealth/fh_story_reviews_01604_01777.jpg,1,fakehealth
DNA markers may predict impotence after prostate cancer,data/raw/images/fakehealth/fh_story_reviews_00823_01780.jpg,1,fakehealth
Medicine Given Even Before Smokers Are Ready to Quit Is Found to Help Them,data/raw/images/fakehealth/fh_story_reviews_00680_01781.jpg,1,fakehealth
Toddler brain images reveal which may have autism and struggle with language,data/raw/images/fakehealth/fh_story_reviews_00639_01782.jpg,0,fakehealth
"Testing cholesterol in toddlers, even younger? Study says it could help",data/raw/images/fakehealth/fh_story_reviews_00337_01783.jpg,1,fakehealth
What to know about the new affordable at-home BRCA genetic mutation test,data/raw/images/fakehealth/fh_story_reviews_00170_01784.jpg,1,fakehealth
Could a blood test lead to new treatments for depression?,data/raw/images/fakehealth/fh_story_reviews_00046_01788.jpg,1,fakehealth
Aspirin Cuts Death Rate From Several Common Cancers,data/raw/images/fakehealth/fh_story_reviews_01288_01791.jpg,1,fakehealth
FDA rejects Avastin as breast cancer therapy,data/raw/images/fakehealth/fh_story_reviews_01276_01792.jpg,1,fakehealth
Tiny Device Is a ‘Huge Advance’ for Treatment of Severe Heart Failure,data/raw/images/fakehealth/fh_story_reviews_00029_01798.jpg,1,fakehealth
Heart Drug Linked to Extra Years for Cancer Patients,data/raw/images/fakehealth/fh_story_reviews_00558_01800.jpg,1,fakehealth
Statins 'could be valuable addition to breast cancer treatment',data/raw/images/fakehealth/fh_story_reviews_00425_01803.jpg,0,fakehealth
How to heal head injuries? Try new app,data/raw/images/fakehealth/fh_story_reviews_00352_01806.jpg,1,fakehealth
Study: Weight-loss combo pill shows promise,data/raw/images/fakehealth/fh_story_reviews_01133_01808.jpg,1,fakehealth
Doctors test new device for uterine fibroids,data/raw/images/fakehealth/fh_story_reviews_00430_01812.jpg,1,fakehealth
Prostate Cancer Drug Gets Lukewarm Review,data/raw/images/fakehealth/fh_story_reviews_01322_01815.jpg,1,fakehealth
Drinking Coffee May Delay Alzheimer’s Disease,data/raw/images/fakehealth/fh_story_reviews_00857_01819.jpg,1,fakehealth
Occasional fasting could help you live longer,data/raw/images/fakehealth/fh_story_reviews_00474_01823.jpg,1,fakehealth
"Diet Drug Lorcaserin Safe, Effective, Study Finds",data/raw/images/fakehealth/fh_story_reviews_01499_01824.jpg,1,fakehealth
"Mediterranean diet cuts heart, diabetes risk factors",data/raw/images/fakehealth/fh_story_reviews_01173_01825.jpg,1,fakehealth
F.D.A. Approves Heart Drug Entresto Said to Cut Death Risk by 20%,data/raw/images/fakehealth/fh_story_reviews_00584_01827.jpg,1,fakehealth
'Female Viagra' May Treat Low Sexual Desire,data/raw/images/fakehealth/fh_story_reviews_01558_01829.jpg,1,fakehealth
New Treatment for Fibroids Without Surgery,data/raw/images/fakehealth/fh_story_reviews_00153_01830.jpg,1,fakehealth
Hepatitis C Drug Raises Cure Rate in a Late Trial,data/raw/images/fakehealth/fh_story_reviews_01552_01832.jpg,1,fakehealth
Blood Test May Spot Alzheimer's Before Symptoms Appear,data/raw/images/fakehealth/fh_story_reviews_01033_01833.jpg,1,fakehealth
New drugs show promise for treating high cholesterol,data/raw/images/fakehealth/fh_story_reviews_00633_01835.jpg,1,fakehealth
App Helps Save Seattle Cardiac Patient,data/raw/images/fakehealth/fh_story_reviews_00341_01836.jpg,1,fakehealth
New Drugs Stir Debate on Rules of Clinical Trials,data/raw/images/fakehealth/fh_story_reviews_01405_01837.jpg,1,fakehealth
Depression often goes undiagnosed. Researchers are turning to Facebook to change that.,data/raw/images/fakehealth/fh_story_reviews_00021_01839.jpg,1,fakehealth
"Artificial intelligence can predict Alzheimer’s 6 years earlier than medics, study finds",data/raw/images/fakehealth/fh_story_reviews_00014_01843.jpg,0,fakehealth
"This App Says It's As Good As The Pill At Preventing Pregnancy, But Experts Want More Evidence",data/raw/images/fakehealth/fh_story_reviews_00288_01847.jpg,1,fakehealth
Pill Treats Painful Fibroids,data/raw/images/fakehealth/fh_story_reviews_01515_01848.jpg,0,fakehealth
Scarred Hearts Healed After Heart Attack,data/raw/images/fakehealth/fh_story_reviews_00923_01850.jpg,0,fakehealth
Covidien tools shown effective against PAD,data/raw/images/fakehealth/fh_story_reviews_00810_01851.jpg,0,fakehealth
Breathe. Exhale. Repeat: The Benefits of Controlled Breathing,data/raw/images/fakehealth/fh_story_reviews_00332_01852.jpg,0,fakehealth
Hormone Blockers Can Prolong Life if Prostate Cancer Recurs,data/raw/images/fakehealth/fh_story_reviews_00290_01854.jpg,1,fakehealth
2 Weeks of Antibiotic Therapy Relieves IBS,data/raw/images/fakehealth/fh_story_reviews_01254_01855.jpg,0,fakehealth
Virtual Colonoscopy Gains in Popularity. Is It Right for You?,data/raw/images/fakehealth/fh_story_reviews_01178_01858.jpg,0,fakehealth
Onion Cream Treats New Stretch Marks,data/raw/images/fakehealth/fh_story_reviews_01619_01859.jpg,1,fakehealth
Cord blood stem cells help meet minority marrow needs,data/raw/images/fakehealth/fh_story_reviews_01627_01860.jpg,0,fakehealth
Michigan Athletic Group Says Concussion Program Works,data/raw/images/fakehealth/fh_story_reviews_00363_01862.jpg,1,fakehealth
Blood Test for Lung Cancer in the Works,data/raw/images/fakehealth/fh_story_reviews_01670_01863.jpg,1,fakehealth
Forget cribs. A cardboard box may be the safest place for your baby to sleep,data/raw/images/fakehealth/fh_story_reviews_00269_01864.jpg,1,fakehealth
Sluggish? Confused? Vitamin B12 May Be Low,data/raw/images/fakehealth/fh_story_reviews_01235_01868.jpg,0,fakehealth
Drug Reverses Diabetes-Related Vision Loss,data/raw/images/fakehealth/fh_story_reviews_01573_01869.jpg,1,fakehealth
Study Raises Questions About Stents in Some Heart Patients,data/raw/images/fakehealth/fh_story_reviews_00149_01871.jpg,1,fakehealth
Can Google Glass Help Autistic Children Read Faces?,data/raw/images/fakehealth/fh_story_reviews_00408_01872.jpg,1,fakehealth
"Lung Cancer Deaths Reduced by CT Scans, Study Finds",data/raw/images/fakehealth/fh_story_reviews_01328_01875.jpg,1,fakehealth
A ‘Polypill’ May Be the Next Big Preventive Fix,data/raw/images/fakehealth/fh_story_reviews_00417_01878.jpg,0,fakehealth
Firm develops magnetic-pulse treatment for major depression,data/raw/images/fakehealth/fh_story_reviews_01070_01880.jpg,1,fakehealth
Microsoft shows off watch that quiets Parkinson's tremors,data/raw/images/fakehealth/fh_story_reviews_00236_01881.jpg,0,fakehealth
Blood test could identify people who will respond to antidepressants,data/raw/images/fakehealth/fh_story_reviews_00420_01883.jpg,0,fakehealth
Can New Devices Match Heimlich to Stop Choking?,data/raw/images/fakehealth/fh_story_reviews_00394_01886.jpg,1,fakehealth
Eating Brown Rice to Cut Diabetes Risk,data/raw/images/fakehealth/fh_story_reviews_01534_01895.jpg,1,fakehealth
Experimental procedure aimed at repairing spinal cord shows promise,data/raw/images/fakehealth/fh_story_reviews_00429_01897.jpg,0,fakehealth
Nonalcoholic Beer Aids Marathon Recovery,data/raw/images/fakehealth/fh_story_reviews_01013_01899.jpg,0,fakehealth
Costly New Prostate Cancer Drug Works In Mysterious Ways,data/raw/images/fakehealth/fh_story_reviews_01483_01902.jpg,1,fakehealth
Insulin Study Could Lead to New Dosage Devices,data/raw/images/fakehealth/fh_story_reviews_01644_01905.jpg,1,fakehealth
New Breast Cancer Drug Found Deep in the Sea,data/raw/images/fakehealth/fh_story_reviews_01257_01907.jpg,1,fakehealth
Study Finds Drinking Coffee and Tea Cuts Risk of Type 2 Diabetes,data/raw/images/fakehealth/fh_story_reviews_01688_01911.jpg,0,fakehealth
Sperm problems? Smartphone device could screen for infertility,data/raw/images/fakehealth/fh_story_reviews_00264_01912.jpg,0,fakehealth
Study Finds Low-Salt Diet Ineffective but Draws Criticism From C.D.C.,data/raw/images/fakehealth/fh_story_reviews_01105_01914.jpg,1,fakehealth
"Marijuana Relieves Chronic Pain, Research Shows",data/raw/images/fakehealth/fh_story_reviews_01436_01915.jpg,0,fakehealth
"HuffPost - Breaking News, U.S. and World News",data/raw/images/fakehealth/fh_story_reviews_01428_01916.jpg,1,fakehealth
Which Anti-Depressant Is Right for You? Your DNA Can Shed Some Light,data/raw/images/fakehealth/fh_story_reviews_00074_01917.jpg,1,fakehealth
New studies say antibiotics are good for infants with confirmed ear infections,data/raw/images/fakehealth/fh_story_reviews_01244_01918.jpg,1,fakehealth
Bariatric Surgery Helps Teens With Severe Obesity Reduce Heart Disease Risk,data/raw/images/fakehealth/fh_story_reviews_00124_01920.jpg,1,fakehealth
Vitamin D: Supplement Linked to Weight Loss in Overweight and Obese Children,data/raw/images/fakehealth/fh_story_reviews_00026_01921.jpg,0,fakehealth
Annual Mammograms May Have More False-Positives,data/raw/images/fakehealth/fh_story_reviews_00992_01922.jpg,1,fakehealth
Heart Scan Can Fine-Tune Risk Estimate for Patients Considering Statins,data/raw/images/fakehealth/fh_story_reviews_00533_01923.jpg,1,fakehealth
Nicotine Replacement Treatments May Not Work Long-Term,data/raw/images/fakehealth/fh_story_reviews_00940_01924.jpg,1,fakehealth
Organ-On-Chip Could Revolutionize Drug Testing,data/raw/images/fakehealth/fh_story_reviews_00587_01925.jpg,1,fakehealth
Brain scans may someday detect autism – The Chart,data/raw/images/fakehealth/fh_story_reviews_01190_01926.jpg,1,fakehealth
Gene therapy makes a big advance treating hemophilia B blood disorder,data/raw/images/fakehealth/fh_story_reviews_00134_01927.jpg,1,fakehealth
Cholesterol Drugs May Treat Psoriasis,data/raw/images/fakehealth/fh_story_reviews_01621_01928.jpg,0,fakehealth
Hormone-infused nasal spray found to help people with autism,data/raw/images/fakehealth/fh_story_reviews_01638_01929.jpg,1,fakehealth
T-cell therapy results more modest than hoped for chronic leukemia,data/raw/images/fakehealth/fh_story_reviews_00552_01930.jpg,1,fakehealth
Study: Whooping cough vaccination during pregnancy protects newborns,data/raw/images/fakehealth/fh_story_reviews_00164_01931.jpg,1,fakehealth
Fruits and Veggies May Prolong Your Life,data/raw/images/fakehealth/fh_story_reviews_01307_01932.jpg,0,fakehealth
A Cure for Digital Addicts’ ‘Text Neck’?,data/raw/images/fakehealth/fh_story_reviews_00428_01936.jpg,1,fakehealth
Promise Seen for Detection of Alzheimer’s,data/raw/images/fakehealth/fh_story_reviews_01523_01937.jpg,1,fakehealth
Baby aspirin linked to reduced cancer deaths,data/raw/images/fakehealth/fh_story_reviews_01283_01939.jpg,1,fakehealth
Brain tumor breached with ultrasound in medical first,data/raw/images/fakehealth/fh_story_reviews_00516_01940.jpg,1,fakehealth
Tests of Cholesterol Drugs Offer Hope of Reducing Heart Attacks and Strokes,data/raw/images/fakehealth/fh_story_reviews_00657_01945.jpg,1,fakehealth
Injecting Migraine Pain Away,data/raw/images/fakehealth/fh_story_reviews_01258_01946.jpg,1,fakehealth
Is there a 'natural' aid for diabetes?,data/raw/images/fakehealth/fh_story_reviews_01240_01947.jpg,1,fakehealth
"For Headaches, A Lifestyle Change May Be Better Than A Doctor Visit",data/raw/images/fakehealth/fh_story_reviews_00622_01951.jpg,0,fakehealth
New breast cancer screening guidelines at odds with Congress,data/raw/images/fakehealth/fh_story_reviews_00496_01954.jpg,1,fakehealth
New Ways to Fight Super Lice,data/raw/images/fakehealth/fh_story_reviews_00362_01956.jpg,1,fakehealth
New Eczema Drug Dupixent wins FDA Approval,data/raw/images/fakehealth/fh_story_reviews_00260_01958.jpg,1,fakehealth
Study: Antibiotics Defeat Ear Infections In Kids,data/raw/images/fakehealth/fh_story_reviews_01242_01959.jpg,1,fakehealth
A new course for concussions,data/raw/images/fakehealth/fh_story_reviews_00814_01961.jpg,1,fakehealth
"Pill may make pizza, pasta safe for gluten-free diners",data/raw/images/fakehealth/fh_story_reviews_00575_01962.jpg,0,fakehealth
Generic Drug Could Save Many Trauma Patients,data/raw/images/fakehealth/fh_story_reviews_01531_01963.jpg,1,fakehealth
Same-Day Hip Replacement,data/raw/images/fakehealth/fh_story_reviews_00485_01964.jpg,0,fakehealth
Should you walk or run for exercise? Here's what the science says.,data/raw/images/fakehealth/fh_story_reviews_00256_01965.jpg,1,fakehealth
How To Help People Lose Weight? Give ‘Em Free Meals and Money!,data/raw/images/fakehealth/fh_story_reviews_01371_01966.jpg,1,fakehealth
Pills Offer Easier Way to Treat MS,data/raw/images/fakehealth/fh_story_reviews_01088_01967.jpg,1,fakehealth
"Trans fats ban linked with fewer heart attacks, strokes",data/raw/images/fakehealth/fh_story_reviews_00251_01970.jpg,1,fakehealth
Tracking the risks and rewards of transcranial magnetic stimulation,data/raw/images/fakehealth/fh_story_reviews_00453_01974.jpg,1,fakehealth
Weight-Loss Drugs Face High Hurdles At FDA,data/raw/images/fakehealth/fh_story_reviews_00919_01976.jpg,1,fakehealth
"‘Pacemaker’ for the Brain Can Help Memory, Study Finds",data/raw/images/fakehealth/fh_story_reviews_00248_01977.jpg,1,fakehealth
"Vaccine shows protection against gonorrhea for first time, study says",data/raw/images/fakehealth/fh_story_reviews_00203_01981.jpg,1,fakehealth
Beyond The Nasty Needle: Trying To Make Vaccines More Comfy And Convenient,data/raw/images/fakehealth/fh_story_reviews_00197_01982.jpg,1,fakehealth
"Aspirin might reduce recurrence risk for breast cancer survivors, study finds",data/raw/images/fakehealth/fh_story_reviews_01636_01983.jpg,1,fakehealth
More Consensus on Coffee’s Effect on Health Than You Might Think,data/raw/images/fakehealth/fh_story_reviews_00624_01984.jpg,1,fakehealth
A New Check for Heart Problems,data/raw/images/fakehealth/fh_story_reviews_00843_01990.jpg,0,fakehealth
New Devices to Help Heart Patients,data/raw/images/fakehealth/fh_story_reviews_01528_01993.jpg,0,fakehealth
No-Scalpel Treatment for Enlarged Prostate,data/raw/images/fakehealth/fh_story_reviews_01151_01997.jpg,0,fakehealth
"Aspirin Helps Reduce Cancer Deaths, Study Finds",data/raw/images/fakehealth/fh_story_reviews_01287_01998.jpg,1,fakehealth
Folic acid in pregnancy may help lower autism risk,data/raw/images/fakehealth/fh_story_reviews_00751_01999.jpg,1,fakehealth
Learning to Say No to Dialysis,data/raw/images/fakehealth/fh_story_reviews_00643_02000.jpg,1,fakehealth
Giving a Heart a Hand,data/raw/images/fakehealth/fh_story_reviews_01691_02003.jpg,1,fakehealth
A Grief So Deep It Won’t Die,data/raw/images/fakehealth/fh_story_reviews_00561_02007.jpg,1,fakehealth
Study: Stroke deaths higher where fried fish aplenty,data/raw/images/fakehealth/fh_story_reviews_01267_02008.jpg,1,fakehealth
Worried About Dementia? You Might Want to Check Your Blood Pressure,data/raw/images/fakehealth/fh_story_reviews_00050_02010.jpg,1,fakehealth
This isn’t hype: Canadian doctors just reversed severe MS using stem cells,data/raw/images/fakehealth/fh_story_reviews_00418_02011.jpg,1,fakehealth
New Anticlotting Drug Beats Plavix,data/raw/images/fakehealth/fh_story_reviews_01669_02012.jpg,1,fakehealth
Can Enzymes Make the Meal?,data/raw/images/fakehealth/fh_story_reviews_00742_02015.jpg,0,fakehealth
"Lilly’s Alzheimer’s Drug May Slow Patients’ Decline, Study Shows",data/raw/images/fakehealth/fh_story_reviews_00574_02016.jpg,1,fakehealth
Urine Test May Help Predict Prostate Cancer,data/raw/images/fakehealth/fh_story_reviews_01032_02019.jpg,1,fakehealth
Acupuncture May Be Worth a Shot for COPD,data/raw/images/fakehealth/fh_story_reviews_00867_02020.jpg,0,fakehealth
Study: PSA Testing Cuts Worst Prostate Cancers,data/raw/images/fakehealth/fh_story_reviews_00838_02026.jpg,1,fakehealth
Tomatoes May Lower Your Risk for Stroke,data/raw/images/fakehealth/fh_story_reviews_00813_02031.jpg,1,fakehealth
Powdered Ginger May Ease Seasonal Allergy Symptoms,data/raw/images/fakehealth/fh_story_reviews_00543_02033.jpg,1,fakehealth
A Green Light for Red Palm Oil as Health Aid?,data/raw/images/fakehealth/fh_story_reviews_00569_02034.jpg,1,fakehealth
A Rubber Twist On Treating Tennis Elbow Pain,data/raw/images/fakehealth/fh_story_reviews_01042_02035.jpg,1,fakehealth
Beetroot juice and blood pressure: Study and benefits,data/raw/images/fakehealth/fh_story_reviews_00710_02037.jpg,1,fakehealth
Ladies: 5 ways to feel sexy again,data/raw/images/fakehealth/fh_story_reviews_01524_02038.jpg,0,fakehealth
New Approach Advised to Treat Schizophrenia,data/raw/images/fakehealth/fh_story_reviews_00527_02040.jpg,1,fakehealth
Vitamin B and its role in improving memory,data/raw/images/fakehealth/fh_story_reviews_01326_02041.jpg,1,fakehealth
Starting school later might really help sleep-deprived teens,data/raw/images/fakehealth/fh_story_reviews_00312_02042.jpg,1,fakehealth
Here’s how a five-day diet that mimics fasting may ‘reboot’ the body and reduce cancer risk,data/raw/images/fakehealth/fh_story_reviews_00599_02045.jpg,0,fakehealth
U.S. Approves Drug to Treat Varicose Veins,data/raw/images/fakehealth/fh_story_reviews_01564_02046.jpg,0,fakehealth
A Diet High In Fiber May Help Protect Against Breast Cancer,data/raw/images/fakehealth/fh_story_reviews_00487_02049.jpg,1,fakehealth
University of Pennsylvania gene therapy shows promise in eradicating some blood cancers,data/raw/images/fakehealth/fh_story_reviews_00775_02051.jpg,1,fakehealth
FDA approves first blood test for concussion,data/raw/images/fakehealth/fh_story_reviews_00107_02055.jpg,1,fakehealth
Cervical cancer vaccine shows promise,data/raw/images/fakehealth/fh_story_reviews_00809_02056.jpg,1,fakehealth
Alexander Technique: A Balm For Back Pain?,data/raw/images/fakehealth/fh_story_reviews_01153_02058.jpg,0,fakehealth
New Scan May Spot Alzheimer’s,data/raw/images/fakehealth/fh_story_reviews_01502_02059.jpg,0,fakehealth
Studies: Bone drugs may help prevent breast cancer,data/raw/images/fakehealth/fh_story_reviews_01699_02061.jpg,1,fakehealth
"Freeze! Zap! Bye-Bye, Fat",data/raw/images/fakehealth/fh_story_reviews_01411_02062.jpg,1,fakehealth
"Tai Chi Eases Symptoms of Fibromyalgia, Study Finds",data/raw/images/fakehealth/fh_story_reviews_01452_02064.jpg,1,fakehealth
Some Doctors Question New Cancer Treatment,data/raw/images/fakehealth/fh_story_reviews_01376_02070.jpg,1,fakehealth
FDA Approves Cystic Fibrosis Drug,data/raw/images/fakehealth/fh_story_reviews_00931_02072.jpg,1,fakehealth
Legal marijuana could help offset opioid epidemic,data/raw/images/fakehealth/fh_story_reviews_00086_02075.jpg,1,fakehealth
Study: Vitamin B12 may help ward off Alzheimer's,data/raw/images/fakehealth/fh_story_reviews_01358_02078.jpg,1,fakehealth
Pushing Limits of New Knees,data/raw/images/fakehealth/fh_story_reviews_01122_02079.jpg,1,fakehealth
Alcoholics Anonymous works for some people. A new study suggests the alternatives do too.,data/raw/images/fakehealth/fh_story_reviews_00100_02080.jpg,1,fakehealth
A better way to help people quit smoking?,data/raw/images/fakehealth/fh_story_reviews_00715_02081.jpg,1,fakehealth
Penn study questions Lariat device to prevent stroke in heart patients,data/raw/images/fakehealth/fh_story_reviews_00626_02082.jpg,1,fakehealth
"Women with Stage 4 breast cancer survive longer if they have surgery, study shows",data/raw/images/fakehealth/fh_story_reviews_00507_02084.jpg,1,fakehealth
Five Nobel laureates backing antiaging dietary supplement,data/raw/images/fakehealth/fh_story_reviews_00696_02085.jpg,1,fakehealth
"Antibiotics speed up recovery from ear infections in young children, studies show",data/raw/images/fakehealth/fh_story_reviews_01243_02086.jpg,1,fakehealth
Managing the stress of cancer,data/raw/images/fakehealth/fh_story_reviews_00642_02089.jpg,0,fakehealth
Cempra’s lead oral antibiotic meets main goal in late-stage trial,data/raw/images/fakehealth/fh_story_reviews_00726_02092.jpg,0,fakehealth
"Not All Calories Equal, Study Shows",data/raw/images/fakehealth/fh_story_reviews_00851_02093.jpg,1,fakehealth
Why Weight Loss Surgery Works When Diets Don’t,data/raw/images/fakehealth/fh_story_reviews_00286_02094.jpg,1,fakehealth
Scientists are using herpes to treat skin cancer — and it’s working,data/raw/images/fakehealth/fh_story_reviews_00612_02095.jpg,1,fakehealth
Older women with healthy bones may not need frequent bone scans,data/raw/images/fakehealth/fh_story_reviews_01359_02097.jpg,0,fakehealth
Here's new evidence that widespread breast cancer screening isn't effective,data/raw/images/fakehealth/fh_story_reviews_00588_02101.jpg,1,fakehealth
"Surgery For Sinus Misery: Better, But Still No Cure",data/raw/images/fakehealth/fh_story_reviews_01378_02103.jpg,1,fakehealth
Migraine patients can now try three new drugs for prevention,data/raw/images/fakehealth/fh_story_reviews_00023_02107.jpg,1,fakehealth
Eating More — Or Less — Of 10 Foods May Cut Risk Of Early Death,data/raw/images/fakehealth/fh_story_reviews_00272_02108.jpg,1,fakehealth
FDA Approves Krystexxa to Treat Gout,data/raw/images/fakehealth/fh_story_reviews_01409_02115.jpg,0,fakehealth
Progress Toward Blood Test for Down Syndrome,data/raw/images/fakehealth/fh_story_reviews_01247_02116.jpg,1,fakehealth
Cell therapy in protective bubble offers hope for diabetes fix,data/raw/images/fakehealth/fh_story_reviews_00489_02117.jpg,1,fakehealth
A No-Cringe Fix? Filling Cavities Without The Drill,data/raw/images/fakehealth/fh_story_reviews_01394_02118.jpg,0,fakehealth
New Drug Spray May Help Premature Ejaculation,data/raw/images/fakehealth/fh_story_reviews_01546_02119.jpg,1,fakehealth
Daily Aspirin May Reduce Risk of Cancer Death,data/raw/images/fakehealth/fh_story_reviews_00833_02121.jpg,1,fakehealth
Regular Fasting May Boost Heart Health,data/raw/images/fakehealth/fh_story_reviews_01143_02123.jpg,0,fakehealth
"Light therapy effective for treating depression, not just winter blues",data/raw/images/fakehealth/fh_story_reviews_00511_02124.jpg,1,fakehealth
Gene Therapy Cures Adult Leukemia,data/raw/images/fakehealth/fh_story_reviews_01027_02126.jpg,1,fakehealth
Muscular Dystrophy: Heartbroken Family Awaits FDA Decision on Experimental Drug,data/raw/images/fakehealth/fh_story_reviews_00156_02131.jpg,1,fakehealth
Can’t Get to Sleep? Lay Off the Drugs,data/raw/images/fakehealth/fh_story_reviews_00325_02133.jpg,1,fakehealth
More Aggressive Treatment for Weekend Stroke - First Aid: Injury Prevention,data/raw/images/fakehealth/fh_story_reviews_01674_02134.jpg,1,fakehealth
Do you take calcium and vitamin D to protect your bones? A new study says it doesn't help,data/raw/images/fakehealth/fh_story_reviews_00128_02135.jpg,1,fakehealth
Low-Carb Diet Lowers Blood Pressure,data/raw/images/fakehealth/fh_story_reviews_01662_02136.jpg,0,fakehealth
"Menopause 'hot flash' medicine could cut symptom by three quarters, trial shows",data/raw/images/fakehealth/fh_story_reviews_00097_02137.jpg,0,fakehealth
Prostate Cancer Studies Find Benefit in Daily Acetaminophen and Brisk Walks,data/raw/images/fakehealth/fh_story_reviews_01084_02138.jpg,0,fakehealth
"More than shots, there's new help for allergy sufferers",data/raw/images/fakehealth/fh_story_reviews_00454_02139.jpg,1,fakehealth
Extended Use of Breast Cancer Drug Suggested,data/raw/images/fakehealth/fh_story_reviews_00778_02140.jpg,1,fakehealth
Thyme’s Time as an Acne Remedy May Be Coming Soon,data/raw/images/fakehealth/fh_story_reviews_00882_02141.jpg,1,fakehealth
New Epilepsy Tactic: Fight Inflammation,data/raw/images/fakehealth/fh_story_reviews_00859_02143.jpg,1,fakehealth
FDA Approves First Drug To Prevent Preterm Births,data/raw/images/fakehealth/fh_story_reviews_01216_02144.jpg,1,fakehealth
Promising new lymphoma treatment gets fast-tracked by FDA,data/raw/images/fakehealth/fh_story_reviews_00258_02152.jpg,0,fakehealth
"New class of blood pressure meds as effective as old, analysis shows",data/raw/images/fakehealth/fh_story_reviews_00502_02153.jpg,1,fakehealth
"Cannabidiol slashes seizures in kids with rare epilepsy, study finds",data/raw/images/fakehealth/fh_story_reviews_00227_02154.jpg,1,fakehealth
Why to Eat Like a Greek,data/raw/images/fakehealth/fh_story_reviews_01171_02155.jpg,1,fakehealth
Can Aspirin Help Ward Off Skin Cancer?,data/raw/images/fakehealth/fh_story_reviews_00861_02156.jpg,1,fakehealth
Could A Zap To The Brain Derail Destructive Impulses?,data/raw/images/fakehealth/fh_story_reviews_00130_02159.jpg,1,fakehealth
"Antidepressants in pregnancy pose little risk to babies, study finds",data/raw/images/fakehealth/fh_story_reviews_00608_02160.jpg,1,fakehealth
"Studies show that for kids' ear infections, antibiotics work better than waiting",data/raw/images/fakehealth/fh_story_reviews_01245_02161.jpg,0,fakehealth
OrCam helps the blind math teacher 'see' again,data/raw/images/fakehealth/fh_story_reviews_00532_02163.jpg,1,fakehealth
Baby Deadline Test: Beat Your Biological Clock,data/raw/images/fakehealth/fh_story_reviews_00463_02165.jpg,0,fakehealth
"Kangaroo Care Helps Preemies And Full Term Babies, Too",data/raw/images/fakehealth/fh_story_reviews_00297_02166.jpg,1,fakehealth
FDA approves new drug that prevents migraines without side effects,data/raw/images/fakehealth/fh_story_reviews_00070_02167.jpg,1,fakehealth
Clot-Busting Drug May Prevent Disability From Mild Stroke,data/raw/images/fakehealth/fh_story_reviews_01208_02168.jpg,1,fakehealth
Pediatricians Decide Boys Are Better Off Circumcised Than Not,data/raw/images/fakehealth/fh_story_reviews_00830_02169.jpg,1,fakehealth
Drug Shows Promise For Newborn Blindness,data/raw/images/fakehealth/fh_story_reviews_01196_02170.jpg,1,fakehealth
New Findings Could Save Lives of More Stroke Patients,data/raw/images/fakehealth/fh_story_reviews_00117_02176.jpg,1,fakehealth
Surgery-free option for appendicitis could become norm,data/raw/images/fakehealth/fh_story_reviews_00601_02177.jpg,1,fakehealth
Yoga May Help Low Back Pain. Mental Effects? Not So Much,data/raw/images/fakehealth/fh_story_reviews_00984_02178.jpg,1,fakehealth
Algenist’s Algae-Based Skin Products Rise From the Sea,data/raw/images/fakehealth/fh_story_reviews_01155_02179.jpg,0,fakehealth
Allergy treatments enter new era as money pours into field,data/raw/images/fakehealth/fh_story_reviews_00323_02180.jpg,1,fakehealth
Compound May Fight Hard-to-Treat Lung Cancer,data/raw/images/fakehealth/fh_story_reviews_01684_02181.jpg,0,fakehealth
Drug for Immune Disorders Helps Alzheimer's,data/raw/images/fakehealth/fh_story_reviews_01586_02182.jpg,1,fakehealth
Lost Posture: Why Some Indigenous Cultures May Not Have Back Pain,data/raw/images/fakehealth/fh_story_reviews_00607_02183.jpg,1,fakehealth
"When Bariatric Surgery's Benefits Wane, This Procedure Can Help",data/raw/images/fakehealth/fh_story_reviews_00712_02187.jpg,1,fakehealth
Marisa Tomei opens up about her struggle with chronic dry eye,data/raw/images/fakehealth/fh_story_reviews_00350_02189.jpg,0,fakehealth
Thinning Hair? A New Treatment Offers Hope,data/raw/images/fakehealth/fh_story_reviews_00183_02190.jpg,1,fakehealth
Some appendicitis cases may not require 'emergency' surgery,data/raw/images/fakehealth/fh_story_reviews_01403_02191.jpg,1,fakehealth
"Prostate Cancer Treatment Shows Promise in Small Study, Could Lead to Fewer Side Effects",data/raw/images/fakehealth/fh_story_reviews_00880_02193.jpg,0,fakehealth
"""Bubble baby"" stem cell treatment looks like a cure",data/raw/images/fakehealth/fh_story_reviews_00508_02196.jpg,0,fakehealth
Topical Gel Treats Precancerous Skin Condition,data/raw/images/fakehealth/fh_story_reviews_00898_02197.jpg,0,fakehealth
Cortisol levels in children's hair may reveal future mental health risk,data/raw/images/fakehealth/fh_story_reviews_00497_02198.jpg,0,fakehealth
Treatment Shows Promise for Premature Ejaculation,data/raw/images/fakehealth/fh_story_reviews_00962_02199.jpg,1,fakehealth
Is Chocolate the Next Super Food?,data/raw/images/fakehealth/fh_story_reviews_01214_02200.jpg,0,fakehealth
Why Tortillas May Hold The Key To Healthier Babies,data/raw/images/fakehealth/fh_story_reviews_00500_02201.jpg,1,fakehealth
A cocktail to remember? Nutrient elixir shows promise against Alzheimer’s,data/raw/images/fakehealth/fh_story_reviews_01677_02202.jpg,0,fakehealth
